Seq	sampleID	sampleID_ss	sampleID_ss_mean	sampleID_nonss_mean	Cruise	Station	yyyy-mm-ddThh:mm:ss.sss	Date_mm/dd/yy	Latitude_degrees_north	Longitude_degrees_east	Bot_Depth_m	DEPTH_M	depthbin	Pressure	CTD-S	CTD-T	Potemp090C	CTD-O2	Oxsatperc	CTD-fluo	Turbidity	sigma	percChl_a_10	Chl_a	Chl_a_AVG	Chl_a_10um	Chla10_AVG	Phaeop_AVG	Phaeop_SD	TOC_uM	TOC_ug	TN_uM	TON_uM	TON_ug	TOC:TON	NH4_uM	NO2_uM	NO3+NO2_uM	Total_inorgN_uM	PO4_uM	SiOH4_uM	POC_ug	sd_POC_ug	POC_uM	PON_ug	sd_PON_ug	PON_uM	POC:PON	DOC_uM	DOC_ug	DON_uM	DON_ug	DON/TN	DOC:DON	BP_ug	sd_BP	BR	BCD	Picophytoeukaryotes	Nanophytoplankton	Large_Nanphyto	Small_Nanophyto	Synechococcus	Phaeocystis	Cryptophytes	Dead_phyto	Bacteria	HNA_bacteria	Small_virus	Medium_virus	Large_virus	Total_virus	HNA:LNA_bacteria	smallVirus:Bacteria	HNF	Large_HNF	HNA_Bac_from_HNF_plot	LysoTrack_HNF	Humic_Fl_A_RU	Humic_FL_C_RU	Humic_Fl_M_RU	Aminoacid_Fl_T_RU	Fluorescence_Index	a255_m-1	a300_m-1	a351_m-1	a375_m-1	S300-650nm__um-1	R2_of_slope_fit_300-650	S275-295nm__um-1	S300-450nm__um-1
43	MP1_B11_5m	MP1_B11_5m_ss	MP1_B11_5m_ss_mean	MP1_B11_5m_nonss_mean	MP1	B11	2014-01-16T22:42:00	10.01.14	81.52361111	17.43611111	1737	5	epi	6.058	34.438	-0.7925	-0.7926	6.47424	8.24918	4.86E-02	0.05	27.6896	6.989247312	0.014		0.001				53.5	642	14.4	5.9	83.2	9	0.11		8.35	8.46	0.56	3.77	31.31	1.32	2.61	3.42	0.12	0.24	10.68	50.89	610.69	5.7	79.74	0.4	8.93					45.455	5.051			51				9.56E+05	7.14E+04	1.72E+07	6.19E+06	1.72E+06	2.51E+07	0.08	17.98	67.627	14.402	3248.591		0.022402912	0.010841824	0.017328756	0.022440577	1.815816944	1.23206	0.368435	0.124317	0.071348	24.598945	0.996719	31.478243	17.083691
44	MP1_B11_1m	MP1_B11_1m_ss	MP1_B11_1m_ss_mean	MP1_B11_1m_nonss_mean	MP1	B11	2014-01-16T22:42:00	10.01.14	81.52361111	17.43611111	1737	1	epi	2.392	34.4375	-0.8001	-0.8002	6.4711	8.2509	5.01E-02	0.045	27.6896	6.380952381	0.016		0.001				51.7	620.4	14.3	6	83.9	8.6	0.11		8.2	8.31	0.61	3.9	28.37	1.22	2.36	3.65	1.25	0.26	9.08	49.34	592.03	5.73	80.21	0.4	8.61					106.061	5.051			91				7.34E+05	5.01E+04	1.27E+07	6.25E+06	1.40E+06	2.04E+07	0.07	17.36	73.262	12.523	3012.523		0.022065154	0.010801565	0.015851223	0.023202452	1.756756963	1.336192	0.449537	0.184692	0.134026	19.190761	0.995504	27.741286	12.377369
45	MP1_B8_1000m	MP1_B8_1000m_ss	MP1_B8_1000m_ss_mean	MP1_B8_1000m_nonss_mean	MP1	B8	2014-01-16T22:42:00	11.01.14	81.43066667	17.87966667	980	1000	meso	1011.967	34.9179	-0.2465	-0.2898	5.65473	8.10253	3.96E-02	0.307	28.0529	4.421052632	0.009		0.0004				58.8	705.6					0.17		12.89	13.06	0.93	8.86	37.45	4.9	3.12	5.07	0.57	0.36	8.63	55.68	668.15									14.706	0			0				4.95E+05	4.60E+04	1.30E+07	2.26E+06	7.09E+05	1.59E+07	0.1	26.18	24.716	6.012	1443.554		0.024944693	0.01396732	0.016852634	0.015701256	1.804263312	1.024519	0.333619	0.124046	0.080289	20.443796	0.993856	28.101366	13.703171
46	MP1_B8_750m	MP1_B8_750m_ss	MP1_B8_750m_ss_mean	MP1_B8_750m_nonss_mean	MP1	B8	2014-01-16T22:42:00	11.01.14	81.43066667	17.87966667	980	750	meso	758.68	34.9471	0.457	0.4218	5.69922	7.95133	3.74E-02	0.242	28.0376	11.90217391	0.011		0.0014				41.3	495.6					0.04		12.6	12.64	0.9	7.99	35.1	5.65	2.92	5.28	0.73	0.38	7.76	38.38	460.5									30.303	0			20				5.82E+05	5.11E+04	1.13E+07	3.14E+06	9.78E+05	1.54E+07	0.1	19.44	41.518	7.158	1576.235		0.022784222	0.012791424	0.016294183	0.014407172	1.817157272	1.064709	0.353082	0.143509	0.083631	20.214651	0.996837	27.909289	14.965849
47	MP1_B8_500m	MP1_B8_500m_ss	MP1_B8_500m_ss_mean	MP1_B8_500m_nonss_mean	MP1	B8	2014-01-16T22:42:00	11.01.14	81.43066667	17.87966667	980	500	meso	506.757	35.032	2.2839	2.2539	5.7839	7.58022	3.81E-02	0.079	27.9741	8.594164456	0.014		0.0012				32.1	385.2					0.03		11.13	11.16	0.79	5.56	27.57	8.07	2.3	3.21	1.58	0.23	10.02	29.8	357.63									5.051	0			25				7.72E+05	6.05E+04	1.44E+07	4.87E+06	1.31E+06	2.06E+07	0.09	18.65	61.991	11.271	1866.625		0.02158439	0.01059074	0.015981911	0.021019019	1.885662888	1.097492	0.330593	0.107202	0.079566	21.652942	0.993237	31.88522	15.952148
48	MP1_B8_200m	MP1_B8_200m_ss	MP1_B8_200m_ss_mean	MP1_B8_200m_nonss_mean	MP1	B8	2014-01-16T22:42:00	11.01.14	81.43066667	17.87966667	980	200	meso	203.753	35.056	3.051	3.0382	5.82802	7.43387	3.66E-02	0.068	27.9251	2.215384615	0.016		0.0004				43.4	520.8					0.02		10.09	10.11	0.71	4.66	47.16	9.58	3.93	5.72	1.42	0.41	9.61	39.47	473.64									30.151	5.025			75				1.13E+06	9.09E+04	1.81E+07	6.79E+06	1.79E+06	2.66E+07	0.09	16.04	71.384	6.262	2862.242		0.020642465	0.010328801	0.015067753	0.017815318	2.000610483	1.138314	0.346082	0.120388	0.076631	21.88752	0.994292	31.491063	15.29744
49	MP1_B8_100m	MP1_B8_100m_ss	MP1_B8_100m_ss_mean	MP1_B8_100m_nonss_mean	MP1	B8	2014-01-16T22:42:00	11.01.14	81.43066667	17.87966667	980	100	epi	102.719	35.0403	2.9908	2.9844	5.82892	7.44587	3.89E-02	0.06	27.9182	6.41221374	0.013		0.0008				51.2	614.4					0.04		10.45	10.49	0.69	4.69	32.34	9.21	2.7	3.23	1.54	0.23	11.68	48.5	582.06									15.075	5.025			85				1.01E+06	8.45E+04	1.53E+07	6.25E+06	2.02E+06	2.36E+07	0.09	15.1	79.474	20.025	2675.845		0.022266275	0.011409102	0.016612691	0.019305797	1.773495045	1.186	0.320072	0.096681	0.050621	29.946848	0.997295	33.03449	17.200613
50	MP1_B8_50m	MP1_B8_50m_ss	MP1_B8_50m_ss_mean	MP1_B8_50m_nonss_mean	MP1	B8	2014-01-16T22:42:00	11.01.14	81.43066667	17.87966667	980	50	epi	51.031	34.9277	2.2016	2.1988	5.98767	7.60144	4.34E-02	0.032	27.8974	0.269259536	0.016		0				40.3	483.6					0.04		9.77	9.81	0.64	4.35	27.8	6.67	2.32	2.28	0.09	0.16	14.21	37.98	455.8									25.253	0			56				9.74E+05	9.18E+04	1.40E+07	5.96E+06	1.84E+06	2.18E+07	0.1	14.42	112.085	11.271	2739.512		0.021759196	0.010688683	0.015638247	0.017993294	1.820577021	1.160757	0.33398	0.108286	0.069135	24.031923	0.992832	32.087872	15.655926
51	MP1_B8_30m	MP1_B8_30m_ss	MP1_B8_30m_ss_mean	MP1_B8_30m_nonss_mean	MP1	B8	2014-01-16T22:42:00	11.01.14	81.43066667	17.87966667	980	30	epi	30.88	34.9261	2.2016	2.2	5.98036	7.6015	4.19E-02	0.033	27.8961	3.952095808	0.014		0.0005				40.1	481.2					0.05		9.85	9.9	0.72	4.56	37.23	4.55	3.1	3.66	0.78	0.26	11.88	37	443.97									35.354	10.101			66				1.03E+06	9.87E+04	1.47E+07	6.54E+06	2.02E+06	2.33E+07	0.11	14.26	82.029	15.654	3000		0.02139462	0.010475319	0.016341607	0.023768431	1.86799581	1.093835	0.25324	0.020637	0.02294	57.274204	0.964462	38.374179	14.443365
52	MP1_B8_20m	MP1_B8_20m_ss	MP1_B8_20m_ss_mean	MP1_B8_20m_nonss_mean	MP1	B8	2014-01-16T22:42:00	11.01.14	81.43066667	17.87966667	980	20	epi	19.83	34.9257	2.1925	2.1915	5.99772	7.60328	4.26E-02	0.032	27.8965	35.71428571	0.031		0.0111				43.8	525.6					0.08		7.87	7.95	0.52	3.24	84.5	4.08	7.04	5.8	0.23	0.41	17	36.76	441.1									10.05	5.025			35				9.26E+05	7.93E+04	1.36E+07	6.09E+06	1.72E+06	2.14E+07	0.09	14.68	78.223	13.767	2819.775		0.022358644	0.011074453	0.016292265	0.020638448	1.873839192	1.177826	0.34414	0.106931	0.060871	26.28687	0.996372	32.343628	17.667701
53	MP1_B8_10m	MP1_B8_10m_ss	MP1_B8_10m_ss_mean	MP1_B8_10m_nonss_mean	MP1	B8	2014-01-16T22:42:00	11.01.14	81.43066667	17.87966667	980	10	epi	10.208	34.9254	2.1918	2.1913	5.99661	7.60344	4.19E-02	0.04	27.8963								46.3	555.6					0.03		9.75	9.78	0.68	4.54	30.99	1.27	2.58	3.88	0.6	0.28	9.33	43.72	524.61									20.202	5.051			45				9.74E+05	9.61E+04	1.70E+07	6.42E+06	1.69E+06	2.52E+07	0.11	17.5	84.481	14.393	2941.176		0.020627858	0.010478786	0.014957453	0.018034305	1.822562711	1.193406	0.366629	0.131723	0.087966	24.730104	0.996999	30.622412	13.81068
54	MP1_B8_5m	MP1_B8_5m_ss	MP1_B8_5m_ss_mean	MP1_B8_5m_nonss_mean	MP1	B8	2014-01-16T22:42:00	11.01.14	81.43066667	17.87966667	980	5	epi	4.235	34.9262	2.2017	2.2015	5.9934	7.60148	4.26E-02	0.194	27.8962								39.8	477.6					0.21		9.33	9.54	0.67	4.34	33.6	1.01	2.8	3.59	0.17	0.26	10.92	37	444									40.201	0			35				1.09E+06	9.68E+04	1.53E+07	7.33E+06	2.27E+06	2.49E+07	0.1	14.07	103.945	17.533	2969.317		0.020532255	0.010392904	0.01588747	0.019846941	1.850008398	1.14143	0.310047	0.08205	0.042899	27.449623	0.995066	34.040578	34.006127
55	MP1_B8_1m	MP1_B8_1m_ss	MP1_B8_1m_ss_mean	MP1_B8_1m_nonss_mean	MP1	B8	2014-01-16T22:42:00	11.01.14	81.43066667	17.87966667	980	1	epi	2.658	34.9262	2.2033	2.2032	5.99609	7.60117	4.26E-02	0.206	27.8961								40	480					0.1		10.13	10.23	0.69	4.57	27.41	1.59	2.28	3.06	1.15	0.22	10.46	37.72	452.59									65.657	10.101			51				9.71E+05	8.58E+04	1.51E+07	6.13E+06	1.65E+06	2.29E+07	0.1	15.58	76.393	22.542	2959.299														
56	MP1_B1_130m	MP1_B1_130m_ss	MP1_B1_130m_ss_mean	MP1_B1_130m_nonss_mean	MP1	B1	2014-01-16T22:42:00	11.01.14	80.95566667	19.99066667	131	130	epi	124.718	34.9021	1.0487	1.0431	6.19302	7.83158	4.11E-02	0.176	27.9636	26.96969697	0.01		0.003				41.3	495.6					0.05		9.33	9.38	0.66	5.09	45.97	2.37	3.83	4.94	0.36	0.35	10.86	37.47	449.63									35.176	5.025			60				1.03E+06	1.26E+05	1.73E+07	7.52E+06	1.77E+06	2.66E+07	0.14	16.74	109.512	33.166	5923.655		0.022850473	0.010763241	0.015776304	0.02157162	1.793751959	1.142243	0.285527	0.043712	0.029894	45.990099	0.988656	36.708684	18.59561
57	MP1_B1_100m	MP1_B1_100m_ss	MP1_B1_100m_ss_mean	MP1_B1_100m_nonss_mean	MP1	B1	2014-01-16T22:42:00	11.01.14	80.95566667	19.99066667	131	100	epi	101.108	34.8796	0.8603	0.8559	6.2001	7.87133	4.34E-02	0.192	27.958	17.56097561	0.012		0.002				38.8	465.6					0.04		9.6	9.64	0.72	5.43	49.59	4.36	4.13	4.77	0.4	0.34	12.12	34.67	416.01									45.455	0			40				1.02E+06	1.11E+05	1.71E+07	7.21E+06	2.01E+06	2.63E+07	0.12	16.73	95.745	26.283	3719.024		0.021810371	0.010837271	0.015718571	0.016517618	1.697049179	1.184645	0.34405	0.106841	0.051569	26.204531	0.996556	31.61134	22.238915
58	MP1_B1_50m	MP1_B1_50m_ss	MP1_B1_50m_ss_mean	MP1_B1_50m_nonss_mean	MP1	B1	2014-01-16T22:42:00	11.01.14	80.95566667	19.99066667	131	50	epi	49.657	34.8247	0.3415	0.3396	6.29468	7.98221	3.81E-02	0.166	27.9457	17.1	0.01		0.002				42.4	508.8					0.04		8.85	8.89	0.62	5.2	44.89	2.52	3.74	4.99	1.43	0.36	10.49	38.66	463.91									20.202	5.051			20				1.04E+06	1.18E+05	1.82E+07	6.54E+06	1.96E+06	2.67E+07	0.13	17.54	84.428	20.638	4359.6		0.022397302	0.011165548	0.016901609	0.023757133	2.2443924	1.204424	0.352314	0.096681	0.075954	27.856109	0.994684	32.518089	16.619787
59	MP1_B1_30m	MP1_B1_30m_ss	MP1_B1_30m_ss_mean	MP1_B1_30m_nonss_mean	MP1	B1	2014-01-16T22:42:00	11.01.14	80.95566667	19.99066667	131	30	epi	30.967	34.8161	0.2693	0.2681	6.31619	7.99791	4.26E-02	0.163	27.9429	1.016949153	0.015		0				43.8	525.6					0.02		8.98	9	0.67	5.52	31.47	1.21	2.62	4.37	0.72	0.31	8.4	41.18	494.13									35.354	0			20				1.05E+06	1.30E+05	1.71E+07	6.34E+06	2.03E+06	2.54E+07	0.14	16.3	84.481	20.651	3598.248		0.022020988	0.011037997	0.015260049	0.018964236	1.913698886	1.243575	0.384556	0.128923	0.071348	25.526789	0.997254	30.983667	18.650662
60	MP1_B1_20m	MP1_B1_20m_ss	MP1_B1_20m_ss_mean	MP1_B1_20m_nonss_mean	MP1	B1	2014-01-16T22:42:00	11.01.14	80.95566667	19.99066667	131	20	epi	19.281	34.8146	0.2592	0.2585	6.30195	8.00011	4.41E-02	0.155	27.9424	14.84669177	0.007		0.001				36.4	436.8					0.03		8.68	8.71	0.63	5.23	29.99	1.96	2.5	3.59	0.8	0.26	9.73	33.9	406.81									95.96	5.051			51				1.02E+06	1.11E+05	1.52E+07	6.91E+06	1.93E+06	2.40E+07	0.12	14.92	83.855	26.909	3458.698		0.021401659	0.010361809	0.014661744	0.011657179	1.87322228	1.353803	0.460239	0.156243	0.096365	21.295142	0.996058	27.805277	17.780986
61	MP1_B1_10m	MP1_B1_10m_ss	MP1_B1_10m_ss_mean	MP1_B1_10m_nonss_mean	MP1	B1	2014-01-16T22:42:00	11.01.14	80.95566667	19.99066667	131	10	epi	9.774	34.8146	0.2604	0.2601	6.3106	7.99986	4.41E-02	0.162	27.9422	21.58438576	0.01		0.002				47.9	574.8					0.12		9.21	9.33	0.67	5.41	36.29	0.6	3.02	4.85	0.73	0.35	8.72	44.88	538.51									25.253	0			30				1.14E+06	1.25E+05	1.94E+07	6.06E+06	1.65E+06	2.71E+07	0.12	17.06	96.37	31.289	3474.969		0.026013664	0.012417735	0.018202511	0.014313465	1.977922858	1.283674	0.401625	0.141386	0.09072	18.613139	0.995478	29.878802	18.156648
62	MP1_B1_5m	MP1_B1_5m_ss	MP1_B1_5m_ss_mean	MP1_B1_5m_nonss_mean	MP1	B1	2014-01-16T22:42:00	11.01.14	80.95566667	19.99066667	131	5	epi	4.289	34.8144	0.2644	0.2643	6.30458	7.99902	4.26E-02	0.157	27.9419	26.91588785	0.005		0.001				42.8	513.6					0.01		8.79	8.8	0.62	5.27	33.15	1.37	2.76	3.93	1.58	0.28	9.85	40.04	480.45									35.354	5.051			35				1.13E+06	1.32E+05	1.76E+07	6.88E+06	2.03E+06	2.65E+07	0.13	15.63	112.57	36.273	3930.582														
63	MP1_B1_1m	MP1_B1_1m_ss	MP1_B1_1m_ss_mean	MP1_B1_1m_nonss_mean	MP1	B1	2014-01-16T22:42:00	11.01.14	80.95566667	19.99066667	131	1	epi	2.387	34.8149	0.2725	0.2724	6.305	7.9973	4.26E-02	0.165	27.9418	13.04347826	0.015		0.002				42.6	511.2					0.03		9.51	9.54	0.66	5.47	30.37	2.57	2.53	3.71	1.29	0.26	9.55	40.07	480.83									30.303	0			25				1.08E+06	1.28E+05	1.72E+07	7.36E+06	1.86E+06	2.64E+07	0.13	15.83	112.57	31.27	3607.255		0.02439634	0.011826369	0.017513377	0.015535817	1.967977262	1.270895	0.400361	0.144728	0.105577	18.410943	0.996152	30.373927	16.290657
64	MP1_D1_1000m	MP1_D1_1000m_ss	MP1_D1_1000m_ss_mean	MP1_D1_1000m_nonss_mean	MP1	D1	2014-01-16T22:42:00	12.01.14	78.99566667	4.302833333	2589	1000	meso	1014.793	34.91	-0.2421	-0.2856	5.79931	8.10202	3.81E-02	0.006	28.0463	-0.84	0.005		0				35	420					0.16		12.24	12.4	0.95	8.5	38.88	15.72	3.24	4.66	0.89	0.33	9.74	31.76	381.12																																									
65	MP1_D1_750m	MP1_D1_750m_ss	MP1_D1_750m_ss_mean	MP1_D1_750m_nonss_mean	MP1	D1	2014-01-16T22:42:00	12.01.14	78.99566667	4.302833333	2589	750	meso	761.104	34.9152	0.2983	0.264	5.78711	7.9864	3.81E-02	0.004	28.0212	1.8	0.002		0				39.3	471.6					0.03		11.87	11.9	0.97	7.22	29.53	6.12	2.46	2.58	0.26	0.18	13.38	36.84	442.07																																									
66	MP1_D1_500m	MP1_D1_500m_ss	MP1_D1_500m_ss_mean	MP1_D1_500m_nonss_mean	MP1	D1	2014-01-16T22:42:00	12.01.14	78.99566667	4.302833333	2589	500	meso	506.549	34.9994	1.8549	1.8267	5.77477	7.66528	3.74E-02	0.028	27.9828	11.8852459	0.006		0.001				41.9	502.8					0.02		11.99	12.01	0.9	6.46	30.37	3.13	2.53	3.43	0.63	0.24	10.34	39.37	472.43																																									
67	MP1_D1_200m	MP1_D1_200m_ss	MP1_D1_200m_ss_mean	MP1_D1_200m_nonss_mean	MP1	D1	2014-01-16T22:42:00	12.01.14	78.99566667	4.302833333	2589	200	meso	202.314	35.0445	3.1097	3.0969	5.83332	7.42353	3.89E-02	0.031	27.9104	4.145454545	0.014		0.001				45.5	546					0.03		10.69	10.72	0.77	5.27	27.02	1.67	2.25	4.29	0.81	0.31	7.35	43.25	518.98																																									
68	MP1_D1_100m	MP1_D1_100m_ss	MP1_D1_100m_ss_mean	MP1_D1_100m_nonss_mean	MP1	D1	2014-01-16T22:42:00	12.01.14	78.99566667	4.302833333	2589	100	epi	101.107	34.9873	2.8561	2.85	5.86353	7.47371	4.11E-02	0.031	27.8883	11.25	0.014		0.002				45.7	548.4					0.02		10.37	10.39	0.87	4.88	33.28	5.7	2.77	3.75	0.8	0.27	10.35	42.93	515.12																																									
69	MP1_D1_50m	MP1_D1_50m_ss	MP1_D1_50m_ss_mean	MP1_D1_50m_nonss_mean	MP1	D1	2014-01-16T22:42:00	12.01.14	78.99566667	4.302833333	2589	50	epi	51.168	34.6959	1.1782	1.1759	6.09602	7.81619	3.96E-02	0.03	27.789	13.16883117	0.019		0.003				39.6	475.2					0.04		9.98	10.02	0.98	5.52	30.33	4.43	2.53	4.85	1.54	0.35	7.3	37.07	444.87																																									
70	MP1_D1_30m	MP1_D1_30m_ss	MP1_D1_30m_ss_mean	MP1_D1_30m_nonss_mean	MP1	D1	2014-01-16T22:42:00	12.01.14	78.99566667	4.302833333	2589	30	epi	30.238	34.321	-0.775	-0.7759	6.47879	8.25192	4.56E-02	0.03	27.5942	18.61363636	0.022		0.004				47.2	566.4					0.02		10.19	10.21	0.87	5.35	30.94	2.11	2.58	4	0.4	0.29	9.02	44.62	535.46																																									
71	MP1_D1_20m	MP1_D1_20m_ss	MP1_D1_20m_ss_mean	MP1_D1_20m_nonss_mean	MP1	D1	2014-01-16T22:42:00	12.01.14	78.99566667	4.302833333	2589	20	epi	20.143	34.3052	-0.8328	-0.8334	6.42528	8.26571	5.08E-02	0.03	27.5837	20.30172414	0.023		0.005				44.9	538.8					0.03		10.14	10.17	1	5.54	26.02	2.76	2.17	3.72	1.63	0.27	8.17	42.73	512.78																																									
72	MP1_D1_10m	MP1_D1_10m_ss	MP1_D1_10m_ss_mean	MP1_D1_10m_nonss_mean	MP1	D1	2014-01-16T22:42:00	12.01.14	78.99566667	4.302833333	2589	10	epi	10.241	34.3035	-0.8394	-0.8397	6.466	8.26728	4.71E-02	0.029	27.5826	18.34355828	0.024		0.004				40.5	486					0.08		9.52	9.6	0.82	5.31	28.57	2.39	2.38	3.1	0.33	0.22	10.76	38.12	457.43																																									
73	MP1_D1_5m	MP1_D1_5m_ss	MP1_D1_5m_ss_mean	MP1_D1_5m_nonss_mean	MP1	D1	2014-01-16T22:42:00	12.01.14	78.99566667	4.302833333	2589	5	epi	5.321	34.3038	-0.8401	-0.8402	6.4546	8.2674	4.49E-02	0.031	27.5829	17.27704781	0.025		0.004				42.2	506.4					0.02		9.2	9.22	0.74	4.93	25.66	2.58	2.14	3.71	0.8	0.27	8.07	40.06	480.74																																									
74	MP1_D1_1m	MP1_D1_1m_ss	MP1_D1_1m_ss_mean	MP1_D1_1m_nonss_mean	MP1	D1	2014-01-16T22:42:00	12.01.14	78.99566667	4.302833333	2589	1	epi	3.088	34.3044	-0.8395	-0.8395	6.4543	8.26724	4.19E-02	0.03	27.5833	20.43879908	0.021		0.004				31	372					0.04		9.99	10.03	0.82	5.38	26.51	2.4	2.21	3.34	0.96	0.24	9.25	28.79	345.49																																									
75	MP1_D2_1000m	MP1_D2_1000m_ss	MP1_D2_1000m_ss_mean	MP1_D2_1000m_nonss_mean	MP1	D2	2014-01-16T22:42:00	12.01.14	79.00016667	6.002166667	1838	1000	meso	1012.436	34.9079	-0.201	-0.2446	5.75678	8.09325	3.66E-02	0.002	28.0424								34	408					0.07		13.32	13.39	0.98	7.49																																																		
76	MP1_D2_750m	MP1_D2_750m_ss	MP1_D2_750m_ss_mean	MP1_D2_750m_nonss_mean	MP1	D2	2014-01-16T22:42:00	12.01.14	79.00016667	6.002166667	1838	750	meso	760.453	35.0275	1.881	1.8368	5.88799	7.65872	3.74E-02	0.027	28.0033								38.6	463.2					0.05		12.03	12.08	0.89	5.48																																																		
77	MP1_D2_500m	MP1_D2_500m_ss	MP1_D2_500m_ss_mean	MP1_D2_500m_nonss_mean	MP1	D2	2014-01-16T22:42:00	12.01.14	79.00016667	6.002166667	1838	500	meso	506.733	35.0883	3.117	3.0836	5.83643	7.42	3.81E-02	0.057	27.9447								41.3	495.6					0.11		11.39	11.5	0.8	4.84																																																		
78	MP1_D2_200m	MP1_D2_200m_ss	MP1_D2_200m_ss_mean	MP1_D2_200m_nonss_mean	MP1	D2	2014-01-16T22:42:00	12.01.14	79.00016667	6.002166667	1838	200	meso	201.349	35.1099	4.2816	4.2669	5.71978	7.20848	3.89E-02	0.06	27.8435								39.3	471.6					0.04		11.92	11.96	0.82	4.88																																																		
79	MP1_D2_100m	MP1_D2_100m_ss	MP1_D2_100m_ss_mean	MP1_D2_100m_nonss_mean	MP1	D2	2014-01-16T22:42:00	12.01.14	79.00016667	6.002166667	1838	100	epi	101.883	35.1323	4.7323	4.7246	5.71542	7.12879	3.96E-02	0.03	27.8112								38.6	463.2					0.1		10.98	11.08	0.76	4.68																																																		
80	MP1_D2_50m	MP1_D2_50m_ss	MP1_D2_50m_ss_mean	MP1_D2_50m_nonss_mean	MP1	D2	2014-01-16T22:42:00	12.01.14	79.00016667	6.002166667	1838	50	epi	49.211	35.1334	4.7606	4.7569	5.72637	7.12385	4.11E-02	0.031	27.8088								36.3	435.6					0.04			0.04																																																				
81	MP1_D2_30m	MP1_D2_30m_ss	MP1_D2_30m_ss_mean	MP1_D2_30m_nonss_mean	MP1	D2	2014-01-16T22:42:00	12.01.14	79.00016667	6.002166667	1838	30	epi	30.554	35.1339	4.7486	4.7463	5.73266	7.1259	3.74E-02	0.031	27.8106								43.1	517.2					0.23		11.61	11.84	0.79	4.77																																																		
82	MP1_D2_20m	MP1_D2_20m_ss	MP1_D2_20m_ss_mean	MP1_D2_20m_nonss_mean	MP1	D2	2014-01-16T22:42:00	12.01.14	79.00016667	6.002166667	1838	20	epi	20.703	35.1339	4.7476	4.746	5.72591	7.12609	3.89E-02	0.03	27.8107								46.2	554.4					0.04		11.24	11.28	0.77	4.66																																																		
83	MP1_D2_10m	MP1_D2_10m_ss	MP1_D2_10m_ss_mean	MP1_D2_10m_nonss_mean	MP1	D2	2014-01-16T22:42:00	12.01.14	79.00016667	6.002166667	1838	10	epi	10.791	35.1337	4.75	4.7492	5.72117	7.12567	3.74E-02	0.03	27.8103								45.1	541.2					0.12		11.39	11.51	0.77	4.76																																																		
84	MP1_D2_5m	MP1_D2_5m_ss	MP1_D2_5m_ss_mean	MP1_D2_5m_nonss_mean	MP1	D2	2014-01-16T22:42:00	12.01.14	79.00016667	6.002166667	1838	5	epi	4.871	35.1341	4.7439	4.7436	5.73788	7.1267	3.66E-02	0.048	27.8113								45.4	544.8					0.03		11.1	11.13	0.74	4.5																																																		
85	MP1_D2_1m	MP1_D2_1m_ss	MP1_D2_1m_ss_mean	MP1_D2_1m_nonss_mean	MP1	D2	2014-01-16T22:42:00	12.01.14	79.00016667	6.002166667	1838	1	epi	2.533	35.134	4.7467	4.7465	5.73355	7.12623	3.74E-02	0.08	27.8109								31.3	375.6					0.09		11.64	11.73	0.76	4.74																																																		
86	MP1_D3_1000m	MP1_D3_1000m_ss	MP1_D3_1000m_ss_mean	MP1_D3_1000m_nonss_mean	MP1	D3	2014-01-16T22:42:00	12.01.14	79.00283333	6.9995	2454	1000	meso	1012.192	34.9103	-0.4655	-0.507	5.68823	8.15052	4.19E-02	0.077	28.0574		0.003						37.1	445.2					0.06		14.5	14.56	1.07	8.95	54.49	11.02	4.54	1.83	0.31	0.13	34.7	32.56	390.71																																									
87	MP1_D3_750m	MP1_D3_750m_ss	MP1_D3_750m_ss_mean	MP1_D3_750m_nonss_mean	MP1	D3	2014-01-16T22:42:00	12.01.14	79.00283333	6.9995	2454	750	meso	759.339	35.0526	2.2053	2.1592	5.89723	7.59434	3.66E-02	0.035	27.9971		0.008						31.2	374.4					0.06		12.59	12.65	0.91	5.43	32.82	1.96	2.74	3.26	0.92	0.23	11.75	28.46	341.58																																									
88	MP1_D3_500m	MP1_D3_500m_ss	MP1_D3_500m_ss_mean	MP1_D3_500m_nonss_mean	MP1	D3	2014-01-16T22:42:00	12.01.14	79.00283333	6.9995	2454	500	meso	505.273	35.0672	3.346	3.3118	5.80191	7.3788	4.11E-02	0.12	27.9059		0.011						44	528					0.03		11.09	11.12	0.78	4.83	37.87	3.93	3.16	4.04	0.43	0.29	10.93	40.84	490.13																																									
89	MP1_D3_200m	MP1_D3_200m_ss	MP1_D3_200m_ss_mean	MP1_D3_200m_nonss_mean	MP1	D3	2014-01-16T22:42:00	12.01.14	79.00283333	6.9995	2454	200	meso	201.455	35.1198	4.4224	4.4075	5.75039	7.18327	3.96E-02	0.044	27.836	7.954545455	0.013		0.001				36.5	438					0.08		11.41	11.49	0.8	4.87	26.28	2.93	2.19	2.58	0.42	0.18	11.89	34.31	411.72																																									
90	MP1_D3_100m	MP1_D3_100m_ss	MP1_D3_100m_ss_mean	MP1_D3_100m_nonss_mean	MP1	D3	2014-01-16T22:42:00	12.01.14	79.00283333	6.9995	2454	100	epi	103.628	35.1324	4.769	4.7611	5.71206	7.12245	4.04E-02	0.031	27.8071	9.193548387	0.012		0.001				40.7	488.4					0.08		11.2	11.28	0.66	4.74	28.45	1.62	2.37	3.43	0.5	0.24	9.68	38.33	459.95																																									
